gene	ID	chr	start	end	discription
HDC	ENSG00000140287	15	50534144	50558223	histidine decarboxylase 
GABPB1	ENSG00000104064	15	50569389	50647605	GA binding protein transcription factor, beta subunit 1 
USP8	ENSG00000138592	15	50716577	50793280	ubiquitin specific peptidase 8 
USP50	ENSG00000170236	15	50792759	50838905	ubiquitin specific peptidase 50 
TRPM7	ENSG00000092439	15	50844670	50979012	transient receptor potential cation channel, subfamily M, member 7 
SPPL2A	ENSG00000138600	15	50999506	51058005	signal peptide peptidase like 2A 
AP4E1	ENSG00000081014	15	51200869	51298097	adaptor-related protein complex 4, epsilon 1 subunit 
TNFAIP8L3	ENSG00000183578	15	51348795	51397473	tumor necrosis factor, alpha-induced protein 8-like 3 
CYP19A1	ENSG00000137869	15	51500254	51630807	cytochrome P450, family 19, subfamily A, polypeptide 1 
GLDN	ENSG00000186417	15	51633826	51700210	gliomedin 
DMXL2	ENSG00000104093	15	51739908	51915030	Dmx-like 2 
SCG3	ENSG00000104112	15	51973550	52013223	secretogranin III 
LYSMD2	ENSG00000140280	15	52015208	52043782	LysM, putative peptidoglycan-binding, domain containing 2 
TMOD2	ENSG00000128872	15	52043758	52108565	tropomodulin 2 (neuronal) 
TMOD3	ENSG00000138594	15	52121825	52239492	tropomodulin 3 (ubiquitous) 
LEO1	ENSG00000166477	15	52230222	52264003	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) 
MAPK6	ENSG00000069956	15	52244303	52358462	mitogen-activated protein kinase 6 
BCL2L10	ENSG00000137875	15	52401460	52404972	BCL2-like 10 (apoptosis facilitator) 
GNB5	ENSG00000069966	15	52413117	52483566	guanine nucleotide binding protein (G protein), beta 5 
MYO5C	ENSG00000128833	15	52484519	52587995	myosin VC 
MYO5A	ENSG00000197535	15	52599480	52821247	myosin VA (heavy chain 12, myoxin) 
ARPP19	ENSG00000128989	15	52839242	52862080	cAMP-regulated phosphoprotein, 19kDa 
FAM214A	ENSG00000047346	15	52873514	53002014	family with sequence similarity 214, member A 
ONECUT1	ENSG00000169856	15	53049637	53083273	one cut homeobox 1 
WDR72	ENSG00000166415	15	53805938	54055075	WD repeat domain 72 
UNC13C	ENSG00000137766	15	54305101	54920806	unc-13 homolog C (C. elegans) 
RSL24D1	ENSG00000137876	15	55473004	55489265	ribosomal L24 domain containing 1 
RAB27A	ENSG00000069974	15	55495164	55611311	RAB27A, member RAS oncogene family 
PIGB	ENSG00000069943	15	55611158	55647846	phosphatidylinositol glycan anchor biosynthesis, class B 
CCPG1	ENSG00000260916	15	55632230	55700708	cell cycle progression 1 
C15orf65	ENSG00000261652	15	55700746	55710962	chromosome 15 open reading frame 65 
DYX1C1	ENSG00000256061	15	55702723	55800432	dyslexia susceptibility 1 candidate 1 
PYGO1	ENSG00000171016	15	55831088	55881145	pygopus homolog 1 (Drosophila) 
PRTG	ENSG00000166450	15	55903744	56035288	protogenin 
NEDD4	ENSG00000069869	15	56119120	56285944	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase 
RFX7	ENSG00000181827	15	56379478	56535483	regulatory factor X, 7 
TEX9	ENSG00000151575	15	56536207	56738195	testis expressed 9 
MNS1	ENSG00000138587	15	56713742	56757335	meiosis-specific nuclear structural 1 
ZNF280D	ENSG00000137871	15	56922379	57210769	zinc finger protein 280D 
TCF12	ENSG00000140262	15	57210821	57591479	transcription factor 12 
CGNL1	ENSG00000128849	15	57668165	57842925	cingulin-like 1 
GCOM1	ENSG00000137878	15	57884106	58006943	GRINL1A complex locus 1 
MYZAP	ENSG00000263155	15	57884139	57977562	myocardial zonula adherens protein 
POLR2M	ENSG00000255529	15	57884231	58074960	polymerase (RNA) II (DNA directed) polypeptide M 
ALDH1A2	ENSG00000128918	15	58245622	58790065	aldehyde dehydrogenase 1 family, member A2 
AQP9	ENSG00000103569	15	58430368	58478110	aquaporin 9 
LIPC	ENSG00000166035	15	58702768	58861151	lipase, hepatic 
ADAM10	ENSG00000137845	15	58887403	59042177	ADAM metallopeptidase domain 10 
FAM63B	ENSG00000128923	15	59063391	59154099	family with sequence similarity 63, member B 
RNF111	ENSG00000157450	15	59157374	59389618	ring finger protein 111 
SLTM	ENSG00000137776	15	59171244	59225852	SAFB-like, transcription modulator 
CCNB2	ENSG00000157456	15	59397277	59417244	cyclin B2 
MYO1E	ENSG00000157483	15	59427113	59665099	myosin IE 
LDHAL6B	ENSG00000171989	15	59499042	59500705	lactate dehydrogenase A-like 6B 
FAM81A	ENSG00000157470	15	59664892	59815748	family with sequence similarity 81, member A 
GCNT3	ENSG00000140297	15	59887074	59932438	glucosaminyl (N-acetyl) transferase 3, mucin type 
GTF2A2	ENSG00000140307	15	59930261	59949740	general transcription factor IIA, 2, 12kDa 
BNIP2	ENSG00000140299	15	59951345	59981733	BCL2/adenovirus E1B 19kDa interacting protein 2 
FOXB1	ENSG00000171956	15	60296421	60353929	forkhead box B1 
ANXA2	ENSG00000182718	15	60639333	60695082	annexin A2 
NARG2	ENSG00000128915	15	60711808	60771359	NMDA receptor regulated 2 
RORA	ENSG00000069667	15	60780483	61521518	RAR-related orphan receptor A 
VPS13C	ENSG00000129003	15	62144588	62352672	vacuolar protein sorting 13 homolog C (S. cerevisiae) 
C2CD4A	ENSG00000198535	15	62359176	62363116	C2 calcium-dependent domain containing 4A 
C2CD4B	ENSG00000205502	15	62455734	62457482	C2 calcium-dependent domain containing 4B 
TLN2	ENSG00000171914	15	62682725	63136830	talin 2 
TPM1	ENSG00000140416	15	63334831	63364114	tropomyosin 1 (alpha) 
LACTB	ENSG00000103642	15	63413999	63434260	lactamase, beta 
RPS27L	ENSG00000185088	15	63418071	63450220	ribosomal protein S27-like 
RAB8B	ENSG00000166128	15	63481668	63559981	RAB8B, member RAS oncogene family 
APH1B	ENSG00000138613	15	63568217	63601325	APH1B gamma secretase subunit 
CA12	ENSG00000074410	15	63613577	63674360	carbonic anhydrase XII 
USP3	ENSG00000140455	15	63796793	63886839	ubiquitin specific peptidase 3 
FBXL22	ENSG00000197361	15	63889552	63894627	F-box and leucine-rich repeat protein 22 
HERC1	ENSG00000103657	15	63900817	64126141	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 
DAPK2	ENSG00000035664	15	64199235	64364232	death-associated protein kinase 2 
FAM96A	ENSG00000166797	15	64364758	64386217	family with sequence similarity 96, member A 
SNX1	ENSG00000028528	15	64386322	64438289	sorting nexin 1 
SNX22	ENSG00000157734	15	64443914	64449680	sorting nexin 22 
PPIB	ENSG00000166794	15	64448011	64455404	peptidylprolyl isomerase B (cyclophilin B) 
CSNK1G1	ENSG00000169118	15	64457716	64648442	casein kinase 1, gamma 1 
KIAA0101	ENSG00000166803	15	64657193	64679886	KIAA0101 
TRIP4	ENSG00000103671	15	64679947	64747502	thyroid hormone receptor interactor 4 
ZNF609	ENSG00000180357	15	64752941	64978264	zinc finger protein 609 
OAZ2	ENSG00000180304	15	64979772	64995480	ornithine decarboxylase antizyme 2 
RBPMS2	ENSG00000166831	15	65032091	65067786	RNA binding protein with multiple splicing 2 
PIF1	ENSG00000140451	15	65107831	65117867	PIF1 5'-to-3' DNA helicase 
PLEKHO2	ENSG00000241839	15	65134088	65160206	pleckstrin homology domain containing, family O member 2 
ANKDD1A	ENSG00000166839	15	65204101	65251042	ankyrin repeat and death domain containing 1A 
SPG21	ENSG00000090487	15	65255362	65282648	spastic paraplegia 21 (autosomal recessive, Mast syndrome) 
MTFMT	ENSG00000103707	15	65294845	65321977	mitochondrial methionyl-tRNA formyltransferase 
SLC51B	ENSG00000186198	15	65337708	65345734	solute carrier family 51, beta subunit 
RASL12	ENSG00000103710	15	65345679	65369028	RAS-like, family 12 
KBTBD13	ENSG00000234438	15	65369154	65372276	kelch repeat and BTB (POZ) domain containing 13 
UBAP1L	ENSG00000246922	15	65385338	65407535	ubiquitin associated protein 1-like 
PDCD7	ENSG00000090470	15	65409717	65426174	programmed cell death 7 
CLPX	ENSG00000166855	15	65440557	65477680	ClpX caseinolytic peptidase X homolog (E. coli) 
CILP	ENSG00000138615	15	65488337	65503826	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase 
PARP16	ENSG00000138617	15	65526798	65592956	poly (ADP-ribose) polymerase family, member 16 
IGDCC3	ENSG00000174498	15	65619465	65670378	immunoglobulin superfamily, DCC subclass, member 3 
IGDCC4	ENSG00000103742	15	65673802	65715410	immunoglobulin superfamily, DCC subclass, member 4 
DPP8	ENSG00000074603	15	65734801	65810042	dipeptidyl-peptidase 8 
PTPLAD1	ENSG00000074696	15	65822756	65870687	protein tyrosine phosphatase-like A domain containing 1 
VWA9	ENSG00000138614	15	65871091	65903627	von Willebrand factor A domain containing 9 
SLC24A1	ENSG00000074621	15	65903704	65953333	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 
DENND4A	ENSG00000174485	15	65950384	66084631	DENN/MADD domain containing 4A 
RAB11A	ENSG00000103769	15	66018392	66184329	RAB11A, member RAS oncogene family 
MEGF11	ENSG00000157890	15	66187417	66546085	multiple EGF-like-domains 11 
DIS3L	ENSG00000166938	15	66585555	66626236	DIS3 mitotic control homolog (S. cerevisiae)-like 
TIPIN	ENSG00000075131	15	66628544	66679084	TIMELESS interacting protein 
MAP2K1	ENSG00000169032	15	66679155	66784650	mitogen-activated protein kinase kinase 1 
SNAPC5	ENSG00000174446	15	66782473	66790151	small nuclear RNA activating complex, polypeptide 5, 19kDa 
RPL4	ENSG00000174444	15	66790355	66816870	ribosomal protein L4 
ZWILCH	ENSG00000174442	15	66797297	66842115	zwilch kinetochore protein 
LCTL	ENSG00000188501	15	66839517	66858317	lactase-like 
SMAD6	ENSG00000137834	15	66994566	67074338	SMAD family member 6 
SMAD3	ENSG00000166949	15	67356101	67487533	SMAD family member 3 
AAGAB	ENSG00000103591	15	67493371	67547533	alpha- and gamma-adaptin binding protein 
IQCH	ENSG00000103599	15	67547138	67794598	IQ motif containing H 
C15orf61	ENSG00000189227	15	67813406	67819628	chromosome 15 open reading frame 61 
MAP2K5	ENSG00000137764	15	67835047	68099461	mitogen-activated protein kinase kinase 5 
SKOR1	ENSG00000188779	15	68112042	68126899	SKI family transcriptional corepressor 1 
PIAS1	ENSG00000033800	15	68346517	68483096	protein inhibitor of activated STAT, 1 
CALML4	ENSG00000129007	15	68483043	68498417	calmodulin-like 4 
CLN6	ENSG00000128973	15	68499330	68549549	ceroid-lipofuscinosis, neuronal 6, late infantile, variant 
FEM1B	ENSG00000169018	15	68570141	68588203	fem-1 homolog b (C. elegans) 
ITGA11	ENSG00000137809	15	68594050	68724501	integrin, alpha 11 
CORO2B	ENSG00000103647	15	68871308	69020145	coronin, actin binding protein, 2B 
ANP32A	ENSG00000140350	15	69070874	69113236	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A 
SPESP1	ENSG00000258484	15	69110560	69239150	sperm equatorial segment protein 1 
NOX5	ENSG00000255346	15	69222864	69355083	NADPH oxidase, EF-hand calcium binding domain 5 
GLCE	ENSG00000138604	15	69452923	69564556	glucuronic acid epimerase 
PAQR5	ENSG00000137819	15	69591286	69700119	progestin and adipoQ receptor family member V 
KIF23	ENSG00000137807	15	69706585	69740764	kinesin family member 23 
RPLP1	ENSG00000137818	15	69745123	69748255	ribosomal protein, large, P1 
TLE3	ENSG00000140332	15	70340129	70390515	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila) 
UACA	ENSG00000137831	15	70946893	71055932	uveal autoantigen with coiled-coil domains and ankyrin repeats 
LARP6	ENSG00000166173	15	71123863	71146498	La ribonucleoprotein domain family, member 6 
LRRC49	ENSG00000137821	15	71145578	71342414	leucine rich repeat containing 49 
THAP10	ENSG00000129028	15	71173681	71185124	THAP domain containing 10 
THSD4	ENSG00000187720	15	71389291	72075722	thrombospondin, type I, domain containing 4 
CT62	ENSG00000225362	15	71402583	71407833	cancer/testis antigen 62 
MYO9A	ENSG00000066933	15	72114632	72410918	myosin IXA 
SENP8	ENSG00000166192	15	72406599	72433311	SUMO/sentrin specific peptidase family member 8 
GRAMD2	ENSG00000175318	15	72452148	72490126	GRAM domain containing 2 
PKM	ENSG00000067225	15	72491370	72524164	pyruvate kinase, muscle 
PARP6	ENSG00000137817	15	72533522	72565340	poly (ADP-ribose) polymerase family, member 6 
CELF6	ENSG00000140488	15	72559087	72612470	CUGBP, Elav-like family member 6 
HEXA	ENSG00000213614	15	72635775	72668817	hexosaminidase A (alpha polypeptide) 
TMEM202	ENSG00000187806	15	72690614	72700370	transmembrane protein 202 
ARIH1	ENSG00000166233	15	72766667	72879692	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila) 
GOLGA6B	ENSG00000215186	15	72947079	72958735	golgin A6 family, member B 
HIGD2B	ENSG00000175202	15	72968124	72978490	HIG1 hypoxia inducible domain family, member 2B 
BBS4	ENSG00000140463	15	72978527	73030817	Bardet-Biedl syndrome 4 
ADPGK	ENSG00000159322	15	73043710	73078187	ADP-dependent glucokinase 
NEO1	ENSG00000067141	15	73344051	73597547	neogenin 1 
HCN4	ENSG00000138622	15	73612200	73661605	hyperpolarization activated cyclic nucleotide-gated potassium channel 4 
C15orf60	ENSG00000183324	15	73735499	73852355	chromosome 15 open reading frame 60 
NPTN	ENSG00000156642	15	73852355	73926475	neuroplastin 
CD276	ENSG00000103855	15	73976307	74006859	CD276 molecule 
C15orf59	ENSG00000205363	15	74032141	74045088	chromosome 15 open reading frame 59 
TBC1D21	ENSG00000167139	15	74165949	74181555	TBC1 domain family, member 21 
LOXL1	ENSG00000129038	15	74218330	74244478	lysyl oxidase-like 1 
STOML1	ENSG00000067221	15	74275547	74286963	stomatin (EPB72)-like 1 
PML	ENSG00000140464	15	74287014	74340153	promyelocytic leukemia 
GOLGA6A	ENSG00000159289	15	74362198	74374891	golgin A6 family, member A 
ISLR2	ENSG00000167178	15	74392652	74430881	immunoglobulin superfamily containing leucine-rich repeat 2 
ISLR	ENSG00000129009	15	74466012	74469213	immunoglobulin superfamily containing leucine-rich repeat 
STRA6	ENSG00000137868	15	74471807	74504608	stimulated by retinoic acid 6 
CCDC33	ENSG00000140481	15	74509613	74628813	coiled-coil domain containing 33 
CYP11A1	ENSG00000140459	15	74630100	74660081	cytochrome P450, family 11, subfamily A, polypeptide 1 
SEMA7A	ENSG00000138623	15	74701630	74726808	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group) 
UBL7	ENSG00000138629	15	74738318	74753523	ubiquitin-like 7 (bone marrow stromal cell-derived) 
ARID3B	ENSG00000179361	15	74833518	74890472	AT rich interactive domain 3B (BRIGHT-like) 
CLK3	ENSG00000179335	15	74890841	74932057	CDC-like kinase 3 
EDC3	ENSG00000179151	15	74922899	74988633	enhancer of mRNA decapping 3 
CYP1A1	ENSG00000140465	15	75011883	75017951	cytochrome P450, family 1, subfamily A, polypeptide 1 
CYP1A2	ENSG00000140505	15	75041185	75048543	cytochrome P450, family 1, subfamily A, polypeptide 2 
CSK	ENSG00000103653	15	75074398	75095539	c-src tyrosine kinase 
LMAN1L	ENSG00000140506	15	75105057	75118099	lectin, mannose-binding, 1 like 
CPLX3	ENSG00000213578	15	75118888	75124141	complexin 3 
ULK3	ENSG00000140474	15	75128457	75135687	unc-51 like kinase 3 
SCAMP2	ENSG00000140497	15	75136071	75165706	secretory carrier membrane protein 2 
MPI	ENSG00000178802	15	75182346	75191798	mannose phosphate isomerase 
FAM219B	ENSG00000178761	15	75192328	75199462	family with sequence similarity 219, member B 
COX5A	ENSG00000178741	15	75212132	75230509	cytochrome c oxidase subunit Va 
RPP25	ENSG00000178718	15	75246757	75249805	ribonuclease P/MRP 25kDa subunit 
SCAMP5	ENSG00000198794	15	75249560	75313837	secretory carrier membrane protein 5 
PPCDC	ENSG00000138621	15	75315896	75409803	phosphopantothenoylcysteine decarboxylase 
C15orf39	ENSG00000167173	15	75487984	75504510	chromosome 15 open reading frame 39 
GOLGA6C	ENSG00000167195	15	75550940	75562540	golgin A6 family, member C 
GOLGA6D	ENSG00000140478	15	75575176	75586816	golgin A6 family, member D 
COMMD4	ENSG00000140365	15	75628232	75634268	COMM domain containing 4 
NEIL1	ENSG00000140398	15	75639296	75647592	nei endonuclease VIII-like 1 (E. coli) 
MAN2C1	ENSG00000140400	15	75648133	75660971	mannosidase, alpha, class 2C, member 1 
SIN3A	ENSG00000169375	15	75661720	75748183	SIN3 transcription regulator homolog A (yeast) 
PTPN9	ENSG00000169410	15	75759462	75871630	protein tyrosine phosphatase, non-receptor type 9 
SNUPN	ENSG00000169371	15	75890424	75918810	snurportin 1 
IMP3	ENSG00000177971	15	75931426	75941047	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) 
SNX33	ENSG00000173548	15	75940247	75954642	sorting nexin 33 
CSPG4	ENSG00000173546	15	75966663	76005189	chondroitin sulfate proteoglycan 4 
ODF3L1	ENSG00000182950	15	76016318	76020029	outer dense fiber of sperm tails 3-like 1 
UBE2Q2	ENSG00000140367	15	76135622	76193419	ubiquitin-conjugating enzyme E2Q family member 2 
FBXO22	ENSG00000167196	15	76196200	76227609	F-box protein 22 
NRG4	ENSG00000169752	15	76228310	76352136	neuregulin 4 
C15orf27	ENSG00000169758	15	76352178	76521462	chromosome 15 open reading frame 27 
ETFA	ENSG00000140374	15	76507696	76603813	electron-transfer-flavoprotein, alpha polypeptide 
ISL2	ENSG00000159556	15	76629065	76634817	ISL LIM homeobox 2 
SCAPER	ENSG00000140386	15	76640526	77197785	S-phase cyclin A-associated protein in the ER 
RCN2	ENSG00000117906	15	77223960	77242601	reticulocalbin 2, EF-hand calcium binding domain 
PSTPIP1	ENSG00000140368	15	77285700	77329673	proline-serine-threonine phosphatase interacting protein 1 
TSPAN3	ENSG00000140391	15	77336359	77376326	tetraspanin 3 
HMG20A	ENSG00000140382	15	77712754	77777949	high mobility group 20A 
LINGO1	ENSG00000169783	15	77905369	78113242	leucine rich repeat and Ig domain containing 1 
TBC1D2B	ENSG00000167202	15	78276378	78370066	TBC1 domain family, member 2B 
SH2D7	ENSG00000183476	15	78370150	78397251	SH2 domain containing 7 
CIB2	ENSG00000136425	15	78396948	78423886	calcium and integrin binding family member 2 
IDH3A	ENSG00000166411	15	78423840	78464291	isocitrate dehydrogenase 3 (NAD+) alpha 
ACSBG1	ENSG00000103740	15	78459810	78538030	acyl-CoA synthetase bubblegum family member 1 
DNAJA4	ENSG00000140403	15	78556428	78574538	DnaJ (Hsp40) homolog, subfamily A, member 4 
WDR61	ENSG00000140395	15	78570177	78592136	WD repeat domain 61 
CRABP1	ENSG00000166426	15	78632666	78640572	cellular retinoic acid binding protein 1 
IREB2	ENSG00000136381	15	78729773	78793798	iron-responsive element binding protein 2 
HYKK	ENSG00000188266	15	78799906	78829714	hydroxylysine kinase 
PSMA4	ENSG00000041357	15	78832747	78841604	proteasome (prosome, macropain) subunit, alpha type, 4 
CHRNA5	ENSG00000169684	15	78857862	78887611	cholinergic receptor, nicotinic, alpha 5 (neuronal) 
CHRNA3	ENSG00000080644	15	78885394	78913637	cholinergic receptor, nicotinic, alpha 3 (neuronal) 
CHRNB4	ENSG00000117971	15	78916461	79020096	cholinergic receptor, nicotinic, beta 4 (neuronal) 
ADAMTS7	ENSG00000136378	15	79051545	79103773	ADAM metallopeptidase with thrombospondin type 1 motif, 7 
MORF4L1	ENSG00000185787	15	79102829	79190475	mortality factor 4 like 1 
CTSH	ENSG00000103811	15	79213400	79241916	cathepsin H 
RASGRF1	ENSG00000058335	15	79252289	79383115	Ras protein-specific guanine nucleotide-releasing factor 1 
ANKRD34C	ENSG00000235711	15	79575146	79590580	ankyrin repeat domain 34C 
TMED3	ENSG00000166557	15	79603404	79704334	transmembrane emp24 protein transport domain containing 3 
KIAA1024	ENSG00000169330	15	79724858	79764632	KIAA1024 
MTHFS	ENSG00000136371	15	80125927	80189721	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) 
ST20-MTHFS	ENSG00000259332	15	80137537	80216096	ST20-MTHFS readthrough 
ST20	ENSG00000180953	15	80191182	80216044	suppressor of tumorigenicity 20 
C15orf37	ENSG00000259642	15	80215113	80217194	chromosome 15 open reading frame 37 
BCL2A1	ENSG00000140379	15	80253231	80263788	BCL2-related protein A1 
ZFAND6	ENSG00000086666	15	80351910	80430735	zinc finger, AN1-type domain 6 
FAH	ENSG00000103876	15	80444832	80479288	fumarylacetoacetate hydrolase (fumarylacetoacetase) 
ARNT2	ENSG00000172379	15	80696692	80890278	aryl-hydrocarbon receptor nuclear translocator 2 
ABHD17C	ENSG00000136379	15	80972025	81047962	abhydrolase domain containing 17C 
KIAA1199	ENSG00000103888	15	81071684	81244117	KIAA1199 
MESDC2	ENSG00000117899	15	81239667	81282219	mesoderm development candidate 2 
MESDC1	ENSG00000140406	15	81293295	81296342	mesoderm development candidate 1 
C15orf26	ENSG00000156206	15	81299374	81441516	chromosome 15 open reading frame 26 
IL16	ENSG00000172349	15	81451916	81605104	interleukin 16 
STARD5	ENSG00000172345	15	81601394	81616524	StAR-related lipid transfer (START) domain containing 5 
TMC3	ENSG00000188869	15	81623558	81666554	transmembrane channel-like 3 
MEX3B	ENSG00000183496	15	82334119	82338482	mex-3 homolog B (C. elegans) 
EFTUD1	ENSG00000140598	15	82422571	82555104	elongation factor Tu GTP binding domain containing 1 
FAM154B	ENSG00000188659	15	82555151	82577271	family with sequence similarity 154, member B 
GOLGA6L9	ENSG00000197978	15	82722223	82731338	golgin A6 family-like 9 
RPS17	ENSG00000184779	15	82821158	82824972	ribosomal protein S17 
RPS17L	ENSG00000182774	15	83205504	83209315	ribosomal protein S17-like 
CPEB1	ENSG00000214575	15	83211951	83317612	cytoplasmic polyadenylation element binding protein 1 
AP3B2	ENSG00000103723	15	83328033	83378666	adaptor-related protein complex 3, beta 2 subunit 
FSD2	ENSG00000186628	15	83424114	83474822	fibronectin type III and SPRY domain containing 2 
WHAMM	ENSG00000156232	15	83478380	83503611	WAS protein homolog associated with actin, golgi membranes and microtubules 
HOMER2	ENSG00000103942	15	83509838	83654661	homer homolog 2 (Drosophila) 
FAM103A1	ENSG00000169612	15	83654959	83659809	family with sequence similarity 103, member A1 
C15orf40	ENSG00000169609	15	83657193	83680393	chromosome 15 open reading frame 40 
BTBD1	ENSG00000064726	15	83685174	83736106	BTB (POZ) domain containing 1 
TM6SF1	ENSG00000136404	15	83776159	83813606	transmembrane 6 superfamily member 1 
BNC1	ENSG00000169594	15	83924655	83953466	basonuclin 1 
SH3GL3	ENSG00000140600	15	84115980	84287495	SH3-domain GRB2-like 3 
ADAMTSL3	ENSG00000156218	15	84322838	84708594	ADAMTS-like 3 
GOLGA6L4	ENSG00000184206	15	84904525	84914120	golgin A6 family-like 4 
ZSCAN2	ENSG00000176371	15	85144217	85171027	zinc finger and SCAN domain containing 2 
WDR73	ENSG00000177082	15	85185999	85197574	WD repeat domain 73 
NMB	ENSG00000197696	15	85198360	85201794	neuromedin B 
SEC11A	ENSG00000140612	15	85212775	85259947	SEC11 homolog A (S. cerevisiae) 
ZNF592	ENSG00000166716	15	85291866	85349659	zinc finger protein 592 
ALPK3	ENSG00000136383	15	85359911	85416713	alpha-kinase 3 
SLC28A1	ENSG00000156222	15	85427885	85518876	solute carrier family 28 (concentrative nucleoside transporter), member 1 
PDE8A	ENSG00000073417	15	85523671	85682376	phosphodiesterase 8A 
AKAP13	ENSG00000170776	15	85923802	86292586	A kinase (PRKA) anchor protein 13 
KLHL25	ENSG00000183655	15	86302554	86338261	kelch-like family member 25 
AGBL1	ENSG00000166748	15	86685227	87572283	ATP/GTP binding protein-like 1 
NTRK3	ENSG00000140538	15	88402982	88799999	neurotrophic tyrosine kinase, receptor, type 3 
MRPL46	ENSG00000259494	15	89002707	89010650	mitochondrial ribosomal protein L46 
MRPS11	ENSG00000181991	15	89010684	89022222	mitochondrial ribosomal protein S11 
DET1	ENSG00000140543	15	89054790	89089906	de-etiolated homolog 1 (Arabidopsis) 
AEN	ENSG00000181026	15	89164527	89175513	apoptosis enhancing nuclease 
ISG20	ENSG00000172183	15	89179384	89199714	interferon stimulated exonuclease gene 20kDa 
ACAN	ENSG00000157766	15	89346674	89418585	aggrecan 
HAPLN3	ENSG00000140511	15	89420519	89438857	hyaluronan and proteoglycan link protein 3 
MFGE8	ENSG00000140545	15	89441916	89456642	milk fat globule-EGF factor 8 protein 
ABHD2	ENSG00000140526	15	89630690	89745591	abhydrolase domain containing 2 
RLBP1	ENSG00000140522	15	89753100	89764982	retinaldehyde binding protein 1 
FANCI	ENSG00000140525	15	89787180	89860492	Fanconi anemia, complementation group I 
POLG	ENSG00000140521	15	89859534	89878092	polymerase (DNA directed), gamma 
RHCG	ENSG00000140519	15	89998680	90039844	Rh family, C glycoprotein 
TICRR	ENSG00000140534	15	90118713	90174287	TOPBP1-interacting checkpoint and replication regulator 
KIF7	ENSG00000166813	15	90152020	90198682	kinesin family member 7 
PLIN1	ENSG00000166819	15	90207596	90222658	perilipin 1 
PEX11A	ENSG00000166821	15	90220995	90234014	peroxisomal biogenesis factor 11 alpha 
WDR93	ENSG00000140527	15	90234028	90286869	WD repeat domain 93 
MESP1	ENSG00000166823	15	90291892	90294541	mesoderm posterior 1 homolog (mouse) 
MESP2	ENSG00000188095	15	90303822	90321982	mesoderm posterior 2 homolog (mouse) 
ANPEP	ENSG00000166825	15	90328120	90358633	alanyl (membrane) aminopeptidase 
AP3S2	ENSG00000157823	15	90373831	90437574	adaptor-related protein complex 3, sigma 2 subunit 
C15orf38-AP3S2	ENSG00000250021	15	90377540	90456114	C15orf38-AP3S2 readthrough 
C15orf38	ENSG00000242498	15	90443159	90456188	chromosome 15 open reading frame 38 
ZNF710	ENSG00000140548	15	90544624	90625438	zinc finger protein 710 
IDH2	ENSG00000182054	15	90626277	90645736	isocitrate dehydrogenase 2 (NADP+), mitochondrial 
SEMA4B	ENSG00000185033	15	90703836	90772911	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B 
CIB1	ENSG00000185043	15	90773207	90777279	calcium and integrin binding 1 (calmyrin) 
GDPGP1	ENSG00000183208	15	90777040	90785315	GDP-D-glucose phosphorylase 1 
TTLL13	ENSG00000213471	15	90792762	90808199	tubulin tyrosine ligase-like family, member 13 
NGRN	ENSG00000182768	15	90808891	90816463	neugrin, neurite outgrowth associated 
GABARAPL3	ENSG00000238244	15	90890819	90892669	GABA(A) receptors associated protein like 3, pseudogene 
ZNF774	ENSG00000196391	15	90895477	90909324	zinc finger protein 774 
IQGAP1	ENSG00000140575	15	90931450	91045475	IQ motif containing GTPase activating protein 1 
CRTC3	ENSG00000140577	15	91073157	91188577	CREB regulated transcription coactivator 3 
BLM	ENSG00000197299	15	91260558	91358859	Bloom syndrome, RecQ helicase-like 
FURIN	ENSG00000140564	15	91411822	91426688	furin (paired basic amino acid cleaving enzyme) 
FES	ENSG00000182511	15	91426925	91439006	feline sarcoma oncogene 
MAN2A2	ENSG00000196547	15	91445448	91465814	mannosidase, alpha, class 2A, member 2 
UNC45A	ENSG00000140553	15	91473410	91497323	unc-45 homolog A (C. elegans) 
HDDC3	ENSG00000184508	15	91474148	91475799	HD domain containing 3 
RCCD1	ENSG00000166965	15	91498100	91506349	RCC1 domain containing 1 
PRC1	ENSG00000198901	15	91509270	91538859	protein regulator of cytokinesis 1 
VPS33B	ENSG00000184056	15	91541646	91565833	vacuolar protein sorting 33 homolog B (yeast) 
SV2B	ENSG00000185518	15	91643180	91844539	synaptic vesicle glycoprotein 2B 
SLCO3A1	ENSG00000176463	15	92396925	92715665	solute carrier organic anion transporter family, member 3A1 
ST8SIA2	ENSG00000140557	15	92937058	93011958	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 
